Faculty,Area of Study,Area of Study Code,Level,Offered,Unit Code,Unit Name,More Info,Notes
Law School,Law,LAWS,PG,Semester 1,LAWS5196,United States Constitutional Law,https://sydney.edu.au/courses/units-of-study/2019/laws/laws5196.html,Must be studying a Law degree; Postgraduate students only; Enrolment quota (limited places available)
Law School,Law,LAWS,PG,Semester 1,LAWS5199,"Migration, Refugees and Forced Migration",https://sydney.edu.au/courses/units-of-study/2019/laws/laws5199.html,Must be studying a Law degree; Postgraduate students only; Enrolment quota (limited places available)
Law School,Law,LAWS,PG,Semester 1,LAWS5200,"Laws, Morals and Politics",https://sydney.edu.au/courses/units-of-study/2019/laws/laws5200.html,Must be studying a Law degree; Postgraduate students only; Enrolment quota (limited places available)
Law School,Law,LAWS,PG,Semester 2,LAWS5203,Insurance Law and Risk,https://sydney.edu.au/courses/units-of-study/2019/laws/laws5203.html,Must be studying a Law degree; Postgraduate students only; Enrolment quota (limited places available)
Law School,Law,LAWS,PG,Semester 1,LAWS5207,Energy Law: Renewables and Emerging Tech,https://sydney.edu.au/courses/units-of-study/2019/laws/laws5207.html,Must be studying a Law degree; Postgraduate students only; Enrolment quota (limited places available)
Law School,Law,LAWS,PG,Semester 1,LAWS5212,Law and Social Theories,https://sydney.edu.au/courses/units-of-study/2019/laws/laws5212.html,Must be studying a Law degree; Postgraduate students only; Enrolment quota (limited places available)
Law School,Law,LAWS,PG,Semester 2,LAWS5214,Race and the Law,https://sydney.edu.au/courses/units-of-study/2019/laws/laws5214.html,Must be studying a Law degree; Postgraduate students only; Enrolment quota (limited places available)
Law School,Law,LAWS,PG,Semester 2,LAWS5215,Citizenship and Nationality Law,https://sydney.edu.au/courses/units-of-study/2019/laws/laws5215.html,Must be studying a Law degree; Postgraduate students only; Enrolment quota (limited places available)
Law School,Law,LAWS,PG,Semester 2,LAWS5216,International Law and China,https://sydney.edu.au/courses/units-of-study/2019/laws/laws5216.html,Must be studying a Law degree; Postgraduate students only; Enrolment quota (limited places available)
Nursing,Nursing,NURS,PG,Semester 1,NURS5002,Social Contexts of Health,https://sydney.edu.au/courses/units-of-study/2019/nurs/nurs5002.html,Postgraduate students only; Must be studying a nursing major/degree
Nursing,Nursing,NURS,PG,Semester 1,NURS5042,"The Body, its Function and Pharmacology",https://sydney.edu.au/courses/units-of-study/2019/nurs/nurs5042.html,Postgraduate students only; Must be studying a nursing major/degree
Science,Food and Natural Resources,AFNR,PG,Semester 2,AFNR5110,Crop Improvement,https://sydney.edu.au/courses/units-of-study/2019/afnr/afnr5110.html,Postgraduate students only
Science,Food and Natural Resources,AFNR,PG,Semester 1,AFNR5210,Sustainable Horticultural Cropping,https://sydney.edu.au/courses/units-of-study/2019/afnr/afnr5210.html,Postgraduate students only
Science,Food and Natural Resources,AFNR,PG,Semester 2,AFNR5502,"Remote Sensing, GIS and Land Management",https://sydney.edu.au/courses/units-of-study/2019/afnr/afnr5502.html,Postgraduate students only
Science,Food and Natural Resources,AFNR,PG,Semester 2,AFNR5510,The Soil at Work,https://sydney.edu.au/courses/units-of-study/2019/afnr/afnr5510.html,Postgraduate students only
Science,Food and Natural Resources,AFNR,PG,Semester 1,AFNR5511,"Soil Processes, Assessment and Management",https://sydney.edu.au/courses/units-of-study/2019/afnr/afnr5111.html,Postgraduate students only
Science,Food and Natural Resources,AFNR,PG,Semester 2,AFNR5512,Water Management and Variable Climate,https://sydney.edu.au/courses/units-of-study/2019/afnr/afnr5112.html,Postgraduate students only
Science,Food and Natural Resources,AFNR,PG,Semester 2,AFNR5705,Australian Forest Systems,https://sydney.edu.au/courses/units-of-study/2019/afnr/afnr5705.html,Postgraduate students only
Science,Food and Natural Resources,AFNR,PG,Semester 2,AFNR5801,"Climate Change: Process, History, Issues",https://sydney.edu.au/courses/units-of-study/2019/afnr/afnr5801.html,Postgraduate students only
Science,Environmental Science,ENVI,PG,Semester 1,ENVI5705,Ecological Principles,https://sydney.edu.au/courses/units-of-study/2019/envi/envi5705.html,Postgraduate students only
Science,Environmental Science,ENVI,PG,Semester 2,ENVI5707,"Energy - Sources, Uses and Alternatives",https://sydney.edu.au/courses/units-of-study/2019/envi/envi5707.html,Postgraduate students only
Science,Environmental Science,ENVI,PG,Semester 1,ENVI5708,Introduction to Environmental Chemistry,https://sydney.edu.au/courses/units-of-study/2019/envi/envi5708.html,Postgraduate students only
Science,Environmental Science,ENVI,PG,Semester 2,ENVI5809,Environmental Simulation Modelling,https://sydney.edu.au/courses/units-of-study/2019/envi/envi5809.html,Postgraduate students only
Science,Environmental Science,ENVI,PG,Semester 2 - Intensive July,ENVI5903,Sustainable Development,https://sydney.edu.au/courses/units-of-study/2019/envi/envi5903.html,Postgraduate students only
Science,Environmental Science,ENVI,PG,Semester 2,ENVI5904,Methods in Applied Ecology,https://sydney.edu.au/courses/units-of-study/2019/envi/envi5904.html,Postgraduate students only
Science,Marine Science,MARS,PG,Semester 1,MARS5001,Coastal Processes and Systems,https://sydney.edu.au/courses/units-of-study/2019/mars/mars5001.html,Postgraduate students only
Science,Physics,PHYS,PG,Semester 1,PHYS5011,Nuclear Physics,https://sydney.edu.au/courses/units-of-study/2019/phys/phys5011.html,Postgraduate students only
Science,Physics,PHYS,PG,Semester 1,PHYS5012,Radiation Physics and Dosimetry,https://sydney.edu.au/courses/units-of-study/2019/phys/phys5012.html,Postgraduate students only
Science,Physics,PHYS,PG,Semester 2,PHYS5018,Health Physics and Radiation Protection,https://sydney.edu.au/courses/units-of-study/2019/phys/phys5018.html,Postgraduate students only
Science,Physics,PHYS,PG,Semester 2,PHYS5020,Computation and Image Processing,https://sydney.edu.au/courses/units-of-study/2019/phys/phys5020.html,Postgraduate students only
Science,Sustainability,SUST,PG,Both semesters,SUST5001,Introduction to Sustainability,https://sydney.edu.au/courses/units-of-study/2019/sust/sust5001.html,Postgraduate students only
Science,Sustainability,SUST,PG,Semester 2,SUST5002,Food and Water Security,https://sydney.edu.au/courses/units-of-study/2019/sust/sust5002.html,Postgraduate students only
Science,Sustainability,SUST,PG,Semester 1,SUST5003,Energy and Resources,https://sydney.edu.au/courses/units-of-study/2019/sust/sust5003.html,Postgraduate students only
Science,Sustainability,SUST,PG,Semester 2,SUST5004,Sustainable Development and Population Health,https://sydney.edu.au/courses/units-of-study/2019/sust/sust5004.html,Postgraduate students only
Science,Sustainability,SUST,PG,Semester 1,SUST5006,Sustainability: Business and Leadership,https://sydney.edu.au/courses/units-of-study/2019/sust/sust5006.html,Postgraduate students only
