Course,University,URL
"EARTH AND SUSTAINABILITY, MINOR",Penn State University,https://bulletins.psu.edu/undergraduate/colleges/earth-mineral-sciences/earth-sustainability-minor/
"EARTH SYSTEMS, MINOR",Penn State University,https://bulletins.psu.edu/undergraduate/colleges/earth-mineral-sciences/earth-systems-minor/
"ELECTROCHEMICAL ENGINEERING, MINOR",Penn State University,https://bulletins.psu.edu/undergraduate/colleges/earth-mineral-sciences/electrochemical-engineering-minor/
"ELECTRONIC AND PHOTONIC MATERIALS, MINOR",Penn State University,https://bulletins.psu.edu/undergraduate/colleges/earth-mineral-sciences/electronic-photonic-materials-minor/
"ENERGY BUSINESS AND FINANCE, MINOR",Penn State University,https://bulletins.psu.edu/undergraduate/colleges/earth-mineral-sciences/energy-business-finance-minor/
"ENERGY ENGINEERING, MINOR",Penn State University,https://bulletins.psu.edu/undergraduate/colleges/earth-mineral-sciences/energy-engineering-minor/
"ENVIRONMENTAL SYSTEMS ENGINEERING, MINOR",Penn State University,https://bulletins.psu.edu/undergraduate/colleges/earth-mineral-sciences/environmental-systems-engineering-minor/
"GEOGRAPHIC INFORMATION SCIENCE, MINOR",Penn State University,https://bulletins.psu.edu/undergraduate/colleges/earth-mineral-sciences/geographic-information-science-minor/
"GEOGRAPHY, MINOR",Penn State University,https://bulletins.psu.edu/undergraduate/colleges/earth-mineral-sciences/geography-minor/
"GEOPHYSICS, MINOR",Penn State University,https://bulletins.psu.edu/undergraduate/colleges/earth-mineral-sciences/geophysics-minor/
"GEOSCIENCES, MINOR",Penn State University,https://bulletins.psu.edu/undergraduate/colleges/earth-mineral-sciences/geosciences-minor/
"INFORMATION SCIENCES AND TECHNOLOGY FOR EARTH AND MINERAL SCIENCES, MINOR",Penn State University,https://bulletins.psu.edu/undergraduate/colleges/earth-mineral-sciences/information-sciences-technology-earth-mineral-sciences-minor/
"METEOROLOGY, MINOR",Penn State University,https://bulletins.psu.edu/undergraduate/colleges/earth-mineral-sciences/meteorology-minor/
"MINING ENGINEERING, MINOR",Penn State University,https://bulletins.psu.edu/undergraduate/colleges/earth-mineral-sciences/mining-engineering-minor/
"PETROLEUM AND NATURAL GAS ENGINEERING, MINOR",Penn State University,https://bulletins.psu.edu/undergraduate/colleges/earth-mineral-sciences/petroleum-natural-gas-engineering-minor/
"POLYMER SCIENCE, MINOR",Penn State University,https://bulletins.psu.edu/undergraduate/colleges/earth-mineral-sciences/polymer-science-minor/
"WATERSHEDS AND WATER RESOURCES, MINOR",Penn State University,https://bulletins.psu.edu/undergraduate/colleges/earth-mineral-sciences/watersheds-water-resources-minor/
"EARTH SUSTAINABILITY, CERTIFICATE",Penn State University,https://bulletins.psu.edu/undergraduate/colleges/earth-mineral-sciences/earth-sustainability-certificate/
"ENVIRONMENT AND SOCIETY GEOGRAPHY, CERTIFICATE",Penn State University,https://bulletins.psu.edu/undergraduate/colleges/earth-mineral-sciences/environment-society-geography-certificate/
"GEOGRAPHIC INFORMATION SCIENCE, CERTIFICATE",Penn State University,https://bulletins.psu.edu/undergraduate/colleges/earth-mineral-sciences/geographic-information-science-certificate/
"GEOSPATIAL BIG DATA ANALYTICS, CERTIFICATE",Penn State University,https://bulletins.psu.edu/undergraduate/colleges/earth-mineral-sciences/geospatial-big-data-analytics-certificate/
"HUMAN GEOGRAPHY, CERTIFICATE",Penn State University,https://bulletins.psu.edu/undergraduate/colleges/earth-mineral-sciences/human-geography-certificate/
"JUSTICE, ETHICS, DIVERSITY IN SPACE, CERTIFICATE",Penn State University,https://bulletins.psu.edu/undergraduate/colleges/earth-mineral-sciences/justice-ethics-diversity-space-certificate/
"LANDSCAPE ECOLOGY, CERTIFICATE",Penn State University,https://bulletins.psu.edu/undergraduate/colleges/earth-mineral-sciences/landscape-ecology-certificate/
"PHYSICAL GEOGRAPHY, CERTIFICATE",Penn State University,https://bulletins.psu.edu/undergraduate/colleges/earth-mineral-sciences/physical-geography-certificate/
"WEATHER FORECASTING, CERTIFICATE",Penn State University,https://bulletins.psu.edu/undergraduate/colleges/earth-mineral-sciences/weather-forecasting-certificate/
"ASTRONOMY AND ASTROPHYSICS, B.S.",Penn State University,https://bulletins.psu.edu/undergraduate/colleges/eberly-science/astronomy-astrophysics-bs/
"BIOCHEMISTRY AND MOLECULAR BIOLOGY, B.S. (SCIENCE)",Penn State University,https://bulletins.psu.edu/undergraduate/colleges/eberly-science/biochemistry-molecular-biology-bs/
"BIOLOGY, B.S. (SCIENCE)",Penn State University,https://bulletins.psu.edu/undergraduate/colleges/eberly-science/biology-bs/
"BIOTECHNOLOGY, B.S.",Penn State University,https://bulletins.psu.edu/undergraduate/colleges/eberly-science/biotechnology-bs/
"CHEMISTRY, B.S. (SCIENCE)",Penn State University,https://bulletins.psu.edu/undergraduate/colleges/eberly-science/chemistry-bs/
"DATA SCIENCES, B.S. (SCIENCE)",Penn State University,https://bulletins.psu.edu/undergraduate/colleges/eberly-science/data-sciences-bs/
"FORENSIC SCIENCE, B.S.",Penn State University,https://bulletins.psu.edu/undergraduate/colleges/eberly-science/forensic-science-bs/
"MATHEMATICS, B.A. (SCIENCE)",Penn State University,https://bulletins.psu.edu/undergraduate/colleges/eberly-science/mathematics-ba/
"MATHEMATICS, B.S. (SCIENCE)",Penn State University,https://bulletins.psu.edu/undergraduate/colleges/eberly-science/mathematics-bs/
"MICROBIOLOGY, B.S.",Penn State University,https://bulletins.psu.edu/undergraduate/colleges/eberly-science/microbiology-bs/
"PHYSICS, B.S. (SCIENCE)",Penn State University,https://bulletins.psu.edu/undergraduate/colleges/eberly-science/physics-bs/
PLANETARY SCIENCE AND ASTRONOMY MAJOR,Penn State University,https://bulletins.psu.edu/undergraduate/colleges/eberly-science/planetary-science-and-astronomy-major/
"PREMEDICAL-MEDICAL, B.S.",Penn State University,https://bulletins.psu.edu/undergraduate/colleges/eberly-science/premedical-medical-bs/
"PREMEDICINE, B.S.",Penn State University,https://bulletins.psu.edu/undergraduate/colleges/eberly-science/premedicine-bs/
"SCIENCE, B.S. (SCIENCE)",Penn State University,https://bulletins.psu.edu/undergraduate/colleges/eberly-science/science-bs/
"STATISTICS, B.S.",Penn State University,https://bulletins.psu.edu/undergraduate/colleges/eberly-science/statistics-bs/
"ASTRONOMY AND ASTROPHYSICS, MINOR",Penn State University,https://bulletins.psu.edu/undergraduate/colleges/eberly-science/astronomy-astrophysics-minor/
