Course,URL,University
German,https://ucdavis.pubs.curricunet.com/Catalog/ger,"University of California, Davis"
Global & International Studies Minor; Humanities,https://ucdavis.pubs.curricunet.com/Catalog/global-international-studies,"University of California, Davis"
Global Disease Biology,https://ucdavis.pubs.curricunet.com/Catalog/gdb,"University of California, Davis"
Greek Minor; Classics,https://ucdavis.pubs.curricunet.com/Catalog/greek,"University of California, Davis"
Health Informatics (Graduate Group),https://ucdavis.pubs.curricunet.com/Catalog/mhi,"University of California, Davis"
History,https://ucdavis.pubs.curricunet.com/Catalog/his,"University of California, Davis"
History & Philosophy of Science Minor; Science & Technology Studies,https://ucdavis.pubs.curricunet.com/Catalog/history-philosophy-science,"University of California, Davis"
Horticulture & Agronomy (Graduate Group),https://ucdavis.pubs.curricunet.com/Catalog/horticulture-agronomy-graduate-group,"University of California, Davis"
Human Development,https://ucdavis.pubs.curricunet.com/Catalog/hde,"University of California, Davis"
Human Development (Graduate Group),https://ucdavis.pubs.curricunet.com/Catalog/human-development-graduate-group,"University of California, Davis"
Human Ecology,https://ucdavis.pubs.curricunet.com/Catalog/human-ecology,"University of California, Davis"
"Human Physiology Minor; Neurobiology, Physiology, & Behavior",https://ucdavis.pubs.curricunet.com/Catalog/human-physiology,"University of California, Davis"
Human Rights Studies,https://ucdavis.pubs.curricunet.com/Catalog/hmr,"University of California, Davis"
Humanities,https://ucdavis.pubs.curricunet.com/Catalog/hum,"University of California, Davis"
Hydrologic Sciences (Graduate Group),https://ucdavis.pubs.curricunet.com/Catalog/hydrologic-sciences-graduate-group,"University of California, Davis"
Hydrology,https://ucdavis.pubs.curricunet.com/Catalog/hyd,"University of California, Davis"
Immunology,https://ucdavis.pubs.curricunet.com/Catalog/imm,"University of California, Davis"
Independent Study Program,https://ucdavis.pubs.curricunet.com/Catalog/independent-study-program,"University of California, Davis"
India & South Asia Studies Minor; Middle East/South Asia Studies,https://ucdavis.pubs.curricunet.com/Catalog/india-south-asia-studies,"University of California, Davis"
Individual Major,https://ucdavis.pubs.curricunet.com/Catalog/individual-major,"University of California, Davis"
Insect Biology Minor; Entomology & Nematology,https://ucdavis.pubs.curricunet.com/Catalog/insect-biology,"University of California, Davis"
Insect Ecology & Evolution Minor; Entomology & Nematology,https://ucdavis.pubs.curricunet.com/Catalog/insect-ecology-evolution,"University of California, Davis"
Integrated Teaching Credential (Graduate Group),https://ucdavis.pubs.curricunet.com/Catalog/integrated-teaching-credential-graduate-group,"University of California, Davis"
Integrative Genetics & Genomics (Graduate Group),https://ucdavis.pubs.curricunet.com/Catalog/ggg,"University of California, Davis"
Integrative Pathobiology (Graduate Group),https://ucdavis.pubs.curricunet.com/Catalog/integrative-pathobiology,"University of California, Davis"
International Agricultural Development,https://ucdavis.pubs.curricunet.com/Catalog/iad,"University of California, Davis"
International Agricultural Development (Graduate Group),https://ucdavis.pubs.curricunet.com/Catalog/international-agricultural-development-graduate-group,"University of California, Davis"
International Commercial Law (Graduate Group),https://ucdavis.pubs.curricunet.com/Catalog/icl,"University of California, Davis"
International & Community Nutrition,https://ucdavis.pubs.curricunet.com/Catalog/international-community-nutrition,"University of California, Davis"
International Relations,https://ucdavis.pubs.curricunet.com/Catalog/ire,"University of California, Davis"
"International Science Studies Minor; Land, Air & Water Resources",https://ucdavis.pubs.curricunet.com/Catalog/international-science-studies,"University of California, Davis"
Internship Program,https://ucdavis.pubs.curricunet.com/Catalog/internship-program,"University of California, Davis"
